"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","score"
"1",1.78841928719613e-306,1.51902144498797,0.706,0.213,1.61476377440939e-302,"0","CD81",458.428354355675
"2",2.277397203882e-167,1.5509264800913,0.532,0.182,2.05626193538505e-163,"0","DUSP2",252.315454617951
"3",2.55236902962546e-165,1.48005244716486,0.39,0.084,2.30453399684882e-161,"0","MYBL1",237.751801960539
"4",1.12915428359902e-228,0.961266851927565,0.891,0.44,1.01951340266156e-224,"0","ARL4C",215.315706977295
"5",5.35248962966366e-202,0.909518007245145,0.858,0.426,4.83276288662332e-198,"0","LCP1",179.462277318132
"6",3.95485089106489e-161,1.01450975438935,0.517,0.164,3.57083486954249e-157,"0","SAMD3",158.717241118524
"7",5.74330376613532e-189,0.791184789221647,0.818,0.362,5.18562897044358e-185,"0","AHNAK",145.803645979396
"8",1.23315260771986e-132,1.0973298481073,0.419,0.13,1.11341348951026e-128,"0","HIST1H1E",140.407023011074
"9",1.79082987116656e-133,1.05962770990252,0.438,0.149,1.61694029067629e-129,"0","MAP2K2",136.470836650299
"10",2.45481959344026e-154,0.911119132174526,0.616,0.237,2.21645661091721e-150,"0","LYAR",136.352933084848
"11",1.63959086375014e-142,0.885168434082413,0.549,0.211,1.48038659088e-138,"0","PIP4K2A",122.002433205132
"12",6.62710967830459e-137,0.897465544920767,0.564,0.213,5.98361732854122e-133,"0","KLRG1",118.665619224238
"13",1.40433796457345e-110,1.08025525519392,0.306,0.076,1.26797674821337e-106,"0","MAF",114.395670538037
"14",5.39367973851245e-142,0.819288051924589,0.71,0.336,4.86995343590289e-138,"0","MSN",112.498470304404
"15",1.50145446867695e-160,0.719366793015189,0.76,0.355,1.35566323976841e-156,"0","PTP4A2",112.126154079526
"16",1.13247015750323e-104,1.06309584600356,0.36,0.115,1.02250730520967e-100,"0","STOM",106.299308269975
