"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","score"
"75",1.91471358322164e-39,0.595332041191267,0.174,0.46,1.72879489429081e-35,"2","NCOR1",20.695085135669
"76",0,1.74247670676047,0.99,0.758,2.2250738585072e-308,"3","PFN1",536.077586101269
"77",1.93918051082787e-221,1.90306044938766,0.797,0.432,1.75088608322649e-217,"3","CTSW",412.501183046177
"78",4.45803474328242e-141,2.98216898260376,0.315,0.062,4.02515956970969e-137,"3","CD160",406.753585209281
"79",0,1.23333425820001,1,0.994,2.2250738585072e-308,"3","TMSB4X",379.438559738949
"80",0,1.18224149407532,0.999,0.936,2.2250738585072e-308,"3","HLA.B",363.719735175647
"81",5.43903647755063e-274,1.34473406513289,0.98,0.795,4.91090603558046e-270,"3","CD52",362.148769004909
"82",1.55274635879728e-213,1.51698995733138,0.901,0.664,1.40197468735807e-209,"3","TRAC",316.828297714212
"83",0,1.01707895067565,1,0.999,2.2250738585072e-308,"3","B2M",312.907040098277
"84",1.4294847994632e-155,2.04117632315376,0.648,0.304,1.29068182543533e-151,"3","CMC1",307.991423279971
"85",6.48894971652635e-149,1.8820039877624,0.64,0.286,5.85887269905164e-145,"3","GZMH",271.445549099367
"86",1.49492779085612e-165,1.50133312543757,0.82,0.511,1.34977030236399e-161,"3","NKG7",241.519069739855
"87",8.89041554906156e-213,1.12126627780982,0.957,0.747,8.02715619924768e-209,"3","CFL1",233.330397516223
"88",3.77673714669607e-222,1.05249156025546,0.998,0.91,3.41001596975188e-218,"3","ACTB",228.882438507462
"89",2.44665688742858e-125,1.88724934393999,0.549,0.238,2.20908650365927e-121,"3","HOPX",227.707555382295
"90",7.59811921766488e-193,1.1791246144808,0.916,0.706,6.86034184162962e-189,"3","CORO1A",221.868396269097
"91",3.46743922857363e-198,1.04938218905866,0.972,0.777,3.13075087947913e-194,"3","IL32",203.060019957637
"92",7.03174239402216e-160,1.3030600586121,0.874,0.607,6.34896020756261e-156,"3","CCL5",202.231399439812
"93",1.2602005246494e-205,1.00544457407,0.965,0.785,1.13783505370595e-201,"3","SERF2",202.037974751009
"94",2.36400792909603e-189,1.07324964267317,0.939,0.738,2.13446275918081e-185,"3","ARHGDIB",198.197775041679
"95",1.05602629774031e-166,1.08960680117822,0.904,0.689,9.53486144229723e-163,"3","UBB",176.538840976144
"96",2.14796488145822e-133,1.26880267658313,0.782,0.536,1.93939749146862e-129,"3","SNRPD2",163.310552835949
"97",1.77471106542542e-170,0.967748419013898,0.948,0.753,1.60238662097261e-166,"3","TMA7",160.448074315609
"98",4.4620341541734e-173,0.939235174307698,0.97,0.815,4.02877063780316e-169,"3","S100A4",158.16234511886
"99",1.3458929794208e-160,0.966828744923323,0.964,0.779,1.21520677111904e-156,"3","SH3BGRL3",150.743441980031
"100",6.77868033554757e-100,1.5568821770761,0.549,0.283,6.1204704749659e-96,"3","C12orf75",148.235757755707
"101",0,10.2888876650676,0.569,0,2.2250738585072e-308,"4","RBP7",3165.40361300494
"102",0,9.35951307233318,0.5,0,2.2250738585072e-308,"4","PYGL",2879.47905153222
"103",0,8.48916506958695,0.454,0.001,2.2250738585072e-308,"4","CD163",2611.71417721853
"104",0,8.33369991569376,0.716,0.004,2.2250738585072e-308,"4","S100A12",2563.88490977491
"105",0,8.054619912729,0.495,0.001,2.2250738585072e-308,"4","CLEC4E",2478.02520574671
"106",0,8.02172207607164,0.477,0.002,2.2250738585072e-308,"4","CYP1B1",2467.90409893661
"107",0,7.98432065363099,0.569,0.001,2.2250738585072e-308,"4","TMEM176B",2456.3974520007
"108",0,7.96452021474438,0.573,0.001,2.2250738585072e-308,"4","P2RY13",2450.30579439582
"109",0,7.92537820039559,0.5,0.001,2.2250738585072e-308,"4","CSF1R",2438.2636497371
"110",0,7.92163448889701,0.537,0.001,2.2250738585072e-308,"4","NFAM1",2437.11188695289
"111",0,7.90691138840305,0.986,0.077,2.2250738585072e-308,"4","S100A9",2432.58228598772
"112",0,7.89592276507561,0.514,0,2.2250738585072e-308,"4","HNMT",2429.20160683999
"113",0,7.8945724512455,0.853,0.003,2.2250738585072e-308,"4","CPVL",2428.7861792043
"114",0,7.84006735651317,0.936,0.003,2.2250738585072e-308,"4","SERPINA1",2412.01754206788
"115",0,7.81198772721485,0.991,0.064,2.2250738585072e-308,"4","LYZ",2403.37876954687
"116",0,7.80447539203354,0.592,0.001,2.2250738585072e-308,"4","MAFB",2401.06757967882
"117",0,7.7835727473208,0.5,0.001,2.2250738585072e-308,"4","SLC8A1",2394.63682552454
"118",0,7.74373113473821,0.477,0.001,2.2250738585072e-308,"4","CREB5",2382.37944761137
"119",0,7.73387540573629,0.784,0.003,2.2250738585072e-308,"4","KLF4",2379.34730641137
"120",0,7.72853856280903,0.959,0.014,2.2250738585072e-308,"4","FCN1",2377.70541251244
"121",0,7.71076159455575,0.569,0.002,2.2250738585072e-308,"4","LGALS2",2372.23628102136
"122",0,7.69595253997004,0.771,0.002,2.2250738585072e-308,"4","PLBD1",2367.68023605161
"123",0,7.66398974966332,0.564,0.002,2.2250738585072e-308,"4","ZNF385A",2357.84679873436
"124",0,7.57377764569948,0.482,0.001,2.2250738585072e-308,"4","SLC24A4",2330.09280538546
"125",0,7.56635303336185,0.908,0.046,2.2250738585072e-308,"4","S100A8",2327.80860368322
"126",0,6.10921453112428,0.623,0.019,2.2250738585072e-308,"5","NR4A1",1879.5160739386
"127",0,5.87162632541931,0.91,0.032,2.2250738585072e-308,"5","HSPA1B",1806.42143152169
"128",6.59382508105674e-281,5.57715098692103,0.528,0.024,5.95356466568613e-277,"5","EGR1",1540.54977464778
"129",2.107932555702e-210,5.30928074848231,0.809,0.114,1.90325230454333e-206,"5","HSPA1A",1092.22790952095
"130",3.83958874303719e-152,5.7948309370841,0.327,0.018,3.46676467608827e-148,"5","HSPA6",854.506208287458
"131",1.33269971336945e-189,4.41060086641209,0.437,0.026,1.20329457120128e-185,"5","DNAJB4",815.606671661569
"132",2.12853490612585e-145,3.94645325744284,0.975,0.344,1.92185416674103e-141,"5","DNAJB1",555.330219885655
"133",1.16717873347538e-107,3.98818587604533,0.307,0.024,1.05384567845492e-103,"5","AREG",410.692306247439
"134",1.64948387822068e-107,3.87416041608377,0.352,0.032,1.48931899364546e-103,"5","SGK1",398.368340647552
"135",1.14981939820921e-111,3.61426732034945,0.543,0.082,1.0381719346431e-107,"5","RHOB",386.667801735079
"136",9.3546216750995e-113,3.13297460578214,0.653,0.117,8.44628791044734e-109,"5","MTRNR2L8",338.591011356311
"137",5.10576047117806e-84,4.02599227452999,0.302,0.031,4.60999112942667e-80,"5","TNF",319.407330528589
"138",4.72002830795583e-109,2.88086851981129,0.985,0.531,4.26171355925332e-105,"5","JUN",300.677445115618
"139",2.2507944212484e-95,3.21070086982483,0.482,0.072,2.03224228294518e-91,"5","DDIT3",291.184962002659
"140",4.21960204958207e-110,2.59199548288084,0.985,0.33,3.80987869056765e-106,"5","MTRNR2L12",273.245802114758
"141",6.66173236324853e-96,2.72523549344485,0.864,0.311,6.0148781507771e-92,"5","BTG2",248.5980887719
"142",2.77030180064918e-83,3.03299915057542,0.598,0.132,2.50130549580614e-79,"5","HSPH1",238.399293519353
"143",7.9506051899295e-84,2.91060230859061,0.432,0.064,7.17860142598735e-80,"5","SERTAD1",230.356593150138
"144",2.6472914623617e-71,3.3137116398763,0.307,0.037,2.39023946136637e-67,"5","ID3",220.764634159581
"145",7.62710100946581e-89,2.61807966928101,0.925,0.439,6.88650950144668e-85,"5","HSPE1",220.342823348709
"146",7.74057608073423e-98,2.36193133726837,0.985,0.648,6.98896614329494e-94,"5","JUND",220.027100326623
"147",1.1372500481292e-85,2.70365481491901,0.849,0.309,1.02682306845586e-81,"5","ZFP36",218.964959828445
"148",3.12616532236189e-88,2.52459484566093,0.734,0.189,2.82261466956055e-84,"5","NFKBIZ",210.928254343365
"149",1.00410565228173e-90,2.42956220919444,0.945,0.411,9.06606993445177e-87,"5","CD69",209.045803021655
"150",5.46037767626677e-72,3.03735755486614,0.653,0.187,4.93017500390127e-68,"5","HSPB1",204.435843081745
"151",0,8.59599196141777,0.931,0.011,2.2250738585072e-308,"6","CD79A",2644.57975417642
"152",0,7.29926335432735,0.672,0.011,2.2250738585072e-308,"6","BCL11A",2245.63775465329
"153",0,6.85711382443742,0.724,0.012,2.2250738585072e-308,"6","TNFRSF13C",2109.60927762425
"154",5.06543824600082e-228,6.87545302369445,0.931,0.041,4.57358419231414e-224,"6","MS4A1",1535.56191353331
"155",5.83954029486131e-252,5.88919890093855,0.621,0.013,5.27252093223028e-248,"6","AFF3",1456.26921797979
"156",2.70158738887481e-200,5.88892358770302,0.569,0.015,2.43926325341507e-196,"6","CD40",1151.94848645376
"157",1.02860892140966e-205,5.43088180246882,0.741,0.026,9.28730995140786e-202,"6","RALGPS2",1091.78162823795
"158",7.6248847515766e-177,5.38540248410926,0.707,0.028,6.88450844219851e-173,"6","MEF2C",927.162346755541
"159",6.70340905007669e-133,5.3765092890259,0.569,0.025,6.05250803131425e-129,"6","IRF8",689.365615480478
"160",3.46590580417691e-134,5.20073431877867,0.879,0.067,3.12936635059133e-130,"6","HLA.DQA1",673.518724294723
"161",1.37502127824324e-111,5.71303497768737,0.431,0.016,1.24150671212582e-107,"6","GAPT",610.758008278765
"162",1.13482799733322e-115,5.49577914295217,0.431,0.016,1.02463619879216e-111,"6","BASP1",609.973396159707
"163",5.36247269046888e-117,5.08751785319085,0.552,0.027,4.84177659222435e-113,"6","SWAP70",571.404543533304
"164",3.86739215805799e-106,5.09095405093563,0.81,0.072,3.49186837951056e-102,"6","CD79B",516.512630556222
"165",1.6181915361976e-118,4.3740896930228,0.534,0.024,1.46106513803282e-114,"6","AIM2",497.925945499279
"166",2.97425674174398e-96,5.42912643911391,1,0.143,2.68545641212064e-92,"6","HLA.DRA",497.150438847124
"167",6.61061712561545e-108,4.2033202527427,0.672,0.044,5.96872620271819e-104,"6","CXXC5",433.884027200954
"168",2.16799667056335e-83,4.9554709147719,0.448,0.025,1.95748419385165e-79,"6","SYK",390.036700004159
"169",2.7521885526566e-89,4.57564448976812,0.983,0.141,2.48495104419364e-85,"6","HLA.DQB1",387.120947747003
"170",1.13085701294213e-85,4.49637790127457,0.5,0.031,1.02105079698545e-81,"6","LY86",364.165929704701
"171",2.00336824202454e-77,4.94973927152908,0.466,0.029,1.80884118572396e-73,"6","CCDC50",360.056901765375
"172",4.92569465756014e-78,4.78715126449491,0.379,0.019,4.44740970631105e-74,"6","BTK",351.146606659918
"173",7.80990622243783e-87,4.25532300902603,0.707,0.064,7.05156432823912e-83,"6","HLA.DMB",349.582081061364
"174",5.71026314992596e-66,5.2213629494366,0.328,0.017,5.15579659806815e-62,"6","FGD2",320.005348093222
"175",4.67968775373612e-87,3.8457043285058,0.414,0.02,4.22529007284835e-83,"6","OSBPL10",316.786600102181
