"","mean","variance","variance.expected","variance.standardized","gene","rank","features","num_cells_expressed"
"FAF1",0.0894281350755133,0.103847822948948,0.107405723177653,0.966874202570938,"FAF1",3563,"No",474
"ARNTL",0.101476327846598,0.118689266114687,0.122758155647009,0.9668544259982,"ARNTL",3564,"No",534
"NRBF2",0.121500084846428,0.143755251060755,0.148691854955791,0.966799769250944,"NRBF2",3565,"No",622
"SMARCC1",0.222976412693026,0.283266971100032,0.293004634854158,0.966766178429301,"SMARCC1",3566,"No",1062
"ANAPC15",0.171389784490073,0.20755198874152,0.214710532966672,0.966659557282802,"ANAPC15",3567,"No",855
"EPG5",0.0760223994569829,0.0872270816434613,0.0902381597079462,0.966631876423111,"EPG5",3568,"No",403
"TBC1D7",0.0268114712370609,0.0291520345459173,0.0301590044349354,0.966611302067662,"TBC1D7",3569,"No",150
"PLCXD1",0.0268114712370609,0.0291520345459173,0.0301590044349354,0.966611302067662,"PLCXD1",3570,"No",150
"WBP1L",0.0726285423383676,0.0829794609435126,0.0858479299420557,0.966586625903749,"WBP1L",3571,"No",386
"MSRB2",0.0768708637366367,0.0882853867493732,0.0913382169199854,0.96657663929123,"MSRB2",3572,"No",410
"RBM45",0.0307144069234685,0.0338494046752974,0.035020892577474,0.966548885080957,"RBM45",3573,"No",170
"KAT2A",0.0307144069234685,0.0338494046752974,0.035020892577474,0.966548885080957,"KAT2A",3574,"No",170
"CASP6",0.0711013066349907,0.0809926260217143,0.0837999358663384,0.966499856884118,"CASP6",3575,"No",376
"UBOX5",0.021720685559138,0.0229497203408741,0.023746071037472,0.966463896476131,"UBOX5",3576,"No",123
"KIFC2",0.021720685559138,0.0229497203408741,0.023746071037472,0.966463896476131,"KIFC2",3577,"No",123
"PSMF1",0.205498048532157,0.25732210849076,0.266251625623356,0.966462112253065,"PSMF1",3578,"No",1014
"CPSF2",0.129984727642966,0.154519976005683,0.159882117976512,0.966461903065254,"CPSF2",3579,"No",663
"C5orf24",0.129984727642966,0.154519976005683,0.159882117976512,0.966461903065253,"C5orf24",3580,"No",662
"PLSCR3",0.167826234515527,0.20248130584931,0.209507833123868,0.966461744318642,"PLSCR3",3581,"No",842
"TRIM73",0.113694213473613,0.133710943138609,0.138351119199544,0.966460870806233,"TRIM73",3582,"No",586
"SPATA20",0.0242660783980994,0.0260573575677311,0.0269628813901952,0.966415910474861,"SPATA20",3583,"No",136
"CCDC58",0.0403868997115221,0.0452117986878236,0.0467871815885703,0.966328749728934,"CCDC58",3584,"No",222
"ATP11B",0.169692855930765,0.205075890032116,0.212225118141458,0.966312997387158,"ATP11B",3585,"No",848
"BRMS1L",0.0191752927201765,0.0198291228653463,0.0205209074536928,0.966288791569883,"BRMS1L",3586,"No",110
"ZNF446",0.0191752927201765,0.0198291228653463,0.0205209074536928,0.966288791569883,"ZNF446",3587,"No",110
"ZNF280C",0.0191752927201765,0.0198291228653463,0.0205209074536928,0.966288791569883,"ZNF280C",3588,"No",110
"MCM5",0.060750042423214,0.0682707883252696,0.0706542287147884,0.96626613250369,"MCM5",3589,"No",332
"PNPLA6",0.060750042423214,0.0682707883252694,0.0706542287147884,0.966266132503688,"PNPLA6",3590,"No",330
"ACBD5",0.101646020702528,0.118824513509706,0.122974985382085,0.966249462364362,"ACBD5",3591,"No",531
"VIRMA",0.126251484812489,0.149706194042687,0.154944746400923,0.966190835895268,"VIRMA",3592,"No",646
"TRIM22",0.417783811301544,0.612256662691038,0.633701865283935,0.966158845716365,"TRIM22",3593,"No",1739
"CDC40",0.300865433565247,0.402845483076856,0.41696252096695,0.966143149131571,"CDC40",3594,"No",1361
"TOPBP1",0.100118784999152,0.116926326688815,0.121025023794763,0.966133474074772,"TOPBP1",3595,"No",524
"ZFR",0.19073477006618,0.235508166742299,0.243775941528968,0.966084533466209,"ZFR",3596,"No",919
"ZNF626",0.0453079925335143,0.0507302725718859,0.0525153961124333,0.966007615429088,"ZNF626",3597,"No",247
"NHEJ1",0.0334294926183608,0.037069652062828,0.0383751294736836,0.965981159444665,"NHEJ1",3598,"No",183
"MZF1",0.0551501781774987,0.0619613360645471,0.0641443721904894,0.965966833076814,"MZF1",3599,"No",298
"ZFC3H1",0.267775326658748,0.349872799479381,0.362208847977721,0.965942166881851,"ZFC3H1",3600,"No",1222
"TRERF1",0.0846767351094519,0.097886338964763,0.101341356664302,0.965907129988557,"TRERF1",3601,"No",442
"KLHL5",0.0436110639742067,0.0488445275897199,0.0505693341239991,0.965892243507697,"KLHL5",3602,"No",237
"SLAIN1",0.036144578313253,0.0402751535674264,0.0416977924121906,0.965882154366805,"SLAIN1",3603,"No",201
"APTX",0.114542677753267,0.134705311017743,0.139464942808592,0.965872199170655,"APTX",3604,"No",593
"GPR18",0.0593924995757679,0.0667366980903734,0.069098269423239,0.965823003201422,"GPR18",3605,"No",322
"ST3GAL1",0.227727812659087,0.289950657741262,0.300239085293023,0.965732550971096,"ST3GAL1",3606,"No",1071
"BAZ2A",0.247751569658917,0.319124695909362,0.330453697665167,0.965716825576928,"BAZ2A",3607,"No",1153
"IMMT",0.203801119972849,0.25462234468985,0.263673587193456,0.965672547637599,"IMMT",3608,"No",988
"CCDC90B",0.195486170032242,0.242498291263213,0.251118860149653,0.965671360242323,"CCDC90B",3609,"No",955
"C8orf33",0.138299677583574,0.16467850691945,0.170534167409498,0.965662831214415,"C8orf33",3610,"No",692
"NCOR2",0.117257763448159,0.138149165895674,0.143066321309748,0.965630237996921,"NCOR2",3611,"No",605
"RC3H1",0.14406923468522,0.171535169679608,0.177646822398086,0.965596611096233,"RC3H1",3612,"No",726
"PRKAR2A",0.15968097743085,0.191232213210719,0.198050633744291,0.965572336706727,"PRKAR2A",3613,"No",798
"IQCG",0.0405565925674529,0.0453677824807162,0.0469860486785886,0.965558580825928,"IQCG",3614,"No",221
"HOXB4",0.0230782284065841,0.0245861101386125,0.0254637631231863,0.965533256796019,"HOXB4",3615,"No",130
"MMAA",0.0230782284065841,0.0245861101386125,0.0254637631231863,0.965533256796018,"MMAA",3616,"No",130
"IDE",0.047004921092822,0.0526102574435315,0.0544899686679429,0.96550353633224,"IDE",3617,"No",256
"ACADVL",0.171729170201935,0.207774962619764,0.215208818916995,0.965457473654462,"ACADVL",3618,"No",860
"ZNF23",0.0205328355676226,0.021472424795709,0.022241236733569,0.965433040119596,"ZNF23",3619,"No",117
"SLC38A10",0.109621584931274,0.128510600158588,0.13311570114695,0.96540527564604,"SLC38A10",3620,"No",568
"SPATA5",0.0454776853894451,0.0508845859327269,0.0527102569137143,0.965364028030143,"SPATA5",3621,"No",248
"CBX1",0.138469370439504,0.164801254874636,0.170741922163721,0.965206744695152,"CBX1",3622,"No",709
"CBX4",0.125912099100628,0.149112902659085,0.154496055370788,0.965156698021941,"CBX4",3623,"No",639
"HDAC4",0.0755133208891906,0.0864556300414643,0.0895787649265774,0.965135320991842,"HDAC4",3624,"No",401
"GAK",0.134227049041235,0.159678615785537,0.165447345944417,0.965132531283882,"GAK",3625,"No",689
"DENND6A",0.103512642117767,0.120987319807903,0.125360453916471,0.965115521107775,"DENND6A",3626,"No",541
"GTF2H3",0.0746648566095367,0.085395020891345,0.088482453784218,0.965106834622806,"GTF2H3",3627,"No",396
"TBC1D32",0.0322416426268454,0.0356201778514764,0.03691044703108,0.965043252428853,"TBC1D32",3628,"No",179
"EPC2",0.144917698964874,0.172477984569588,0.178727328569811,0.965034200140328,"EPC2",3629,"No",731
"SEC31A",0.255727133887663,0.33089260170253,0.34289295890478,0.965002614108537,"SEC31A",3630,"No",1183
"ATF7",0.0899372136433056,0.104265661366098,0.10804814883698,0.964992574962205,"ATF7",3631,"No",473
"MFAP1",0.0980824707279823,0.114275005417385,0.118426530502503,0.96494429865079,"MFAP1",3632,"No",510
"DDX59",0.0566774138808756,0.0636574582083823,0.0659743879209785,0.964881376158099,"DDX59",3633,"No",306
"NUDT19",0.0407262854233837,0.0455237086725029,0.0471847973268573,0.96479610492236,"NUDT19",3634,"No",224
"PRMT6",0.0179874427286611,0.0183457792041348,0.0190161561873403,0.964746977433228,"PRMT6",3635,"No",104
"KIAA1324",0.0179874427286611,0.0183457792041348,0.0190161561873403,0.964746977433228,"KIAA1324",3636,"No",104
"ZNF486",0.0179874427286611,0.0183457792041348,0.0190161561873403,0.964746977433228,"ZNF486",3637,"No",104
"C15orf41",0.0179874427286611,0.0183457792041348,0.0190161561873403,0.964746977433228,"C15orf41",3638,"No",104
"RNF144A",0.0456473782453759,0.0510388416924633,0.0529055178491277,0.964716796422107,"RNF144A",3639,"No",249
"SPIN1",0.0456473782453759,0.0510388416924633,0.0529055178491277,0.964716796422106,"SPIN1",3640,"No",249
"SLA2",0.101306634990667,0.118214517805596,0.122541378194408,0.964690617548403,"SLA2",3641,"No",531
"POLR1A",0.0283387069404378,0.0309347311508735,0.0320672989060298,0.964681535589413,"POLR1A",3642,"No",158
"INTS9",0.0218903784150687,0.0231120402553387,0.0239609574519759,0.964570814904263,"INTS9",3643,"No",124
"PUDP",0.0218903784150687,0.0231120402553387,0.0239609574519759,0.964570814904263,"PUDP",3644,"No",124
"VDAC1",0.299507890717801,0.399926777475066,0.41463507264999,0.964527132061167,"VDAC1",3645,"No",1352
"ITGB2",1.40251145426778,3.82913150551194,3.97017370757047,0.964474551380565,"ITGB2",3646,"No",3470
"SMIM4",0.102155099270321,0.119229910088131,0.123625832661263,0.964441715145598,"SMIM4",3647,"No",538
"KAT7",0.150008484642797,0.178783519955153,0.185376670393964,0.964433763834474,"KAT7",3648,"No",757
"TNKS2",0.17291702019345,0.20923244338474,0.216954841493256,0.964405504595488,"TNKS2",3649,"No",850
"ZBTB14",0.0529441710503988,0.0593145652804271,0.0615039079821744,0.964403193657514,"ZBTB14",3650,"No",287
"MR1",0.091803835058544,0.106472186903144,0.110402495722236,0.964400181414557,"MR1",3651,"No",481
"HIVEP2",0.145766163244527,0.173419359431934,0.179824225198912,0.964382631094919,"HIVEP2",3652,"No",740
"CLASP2",0.0765314780247752,0.0876585715225435,0.0908981447866035,0.964360402825988,"CLASP2",3653,"No",405
"ACBD4",0.0296962497878839,0.0325531494037883,0.0337574393922902,0.964325197343698,"ACBD4",3654,"No",165
"TMEM127",0.0683862209400984,0.0772980911339343,0.0801680067626259,0.964201235073866,"TMEM127",3655,"No",366
"DAGLB",0.0257933141014763,0.0278478303218899,0.0288830670865779,0.964157658132882,"DAGLB",3656,"No",144
"C12orf29",0.06651959952486,0.075004127119188,0.0777937842790543,0.964140359210971,"C12orf29",3657,"No",355
"ZNF574",0.0193449855761072,0.019992306796389,0.0207359527275516,0.964137363692263,"ZNF574",3658,"No",111
"ZNF212",0.0193449855761072,0.019992306796389,0.0207359527275516,0.964137363692263,"ZNF212",3659,"No",111
"TECPR2",0.0193449855761072,0.019992306796389,0.0207359527275516,0.964137363692263,"TECPR2",3660,"No",111
"ACAA2",0.179195655862888,0.218053188630144,0.226166262838269,0.964127831860007,"ACAA2",3661,"No",888
"ABCF1",0.294417105039878,0.391409762857404,0.405983468345554,0.964102711995777,"ABCF1",3662,"No",1328
"MIS18A",0.03105379263533,0.03416788118597,0.0354412404349645,0.964071256159017,"MIS18A",3663,"No",171
"HAUS5",0.03105379263533,0.03416788118597,0.0354412404349645,0.964071256159017,"HAUS5",3664,"No",172
"RAB33B",0.0408959782793144,0.0456795772631848,0.047383483851004,0.964040073685231,"RAB33B",3665,"No",223
"DHX29",0.172577634481588,0.208670832609,0.216455723059381,0.96403472109516,"DHX29",3666,"No",849
"PPP2R2D",0.145257084676735,0.172718929992653,0.179163979518455,0.964027091030672,"PPP2R2D",3667,"No",730
"GGA3",0.0583743424401833,0.0654988503395416,0.0679446237491675,0.964003429930599,"GGA3",3668,"No",316
"TMX1",0.160190055998642,0.191578511055207,0.198739914639191,0.963965952199466,"TMX1",3669,"No",802
"DUS1L",0.205498048532157,0.256643221864827,0.266251625623356,0.963912318897458,"DUS1L",3670,"No",992
"RIC8B",0.044120142541999,0.0493090229020844,0.0511551870639905,0.96391051879848,"RIC8B",3671,"No",239
"DHRS7B",0.044120142541999,0.0493090229020843,0.0511551870639905,0.963910518798479,"DHRS7B",3672,"No",240
"XPC",0.229085355506533,0.291367068918222,0.302290635622815,0.96386402548631,"XPC",3673,"No",1077
"LAGE3",0.15509927032072,0.18503721434604,0.191981867850047,0.963826513504741,"LAGE3",3674,"No",788
"MPHOSPH9",0.156287120312235,0.186534209469186,0.19353648256642,0.96381936364462,"MPHOSPH9",3675,"No",783
"FAM111A",0.251145426777533,0.32354120304977,0.335693228218891,0.96380020760742,"FAM111A",3676,"No",1172
"ZNF250",0.0232479212625148,0.0247479692442355,0.0256781882917155,0.963773961117802,"ZNF250",3677,"No",132
"KAT14",0.0232479212625148,0.0247479692442355,0.0256781882917155,0.963773961117802,"KAT14",3678,"No",131
"ZDHHC21",0.061428813846937,0.0688667293597093,0.0714555545081906,0.9637701342282,"ZDHHC21",3679,"No",330
"COPRS",0.0351264211776684,0.0389899577081165,0.0404559738897385,0.963762677284263,"COPRS",3680,"No",193
"PTER",0.0517563210588834,0.0579114599587644,0.060089730326044,0.963749706389759,"PTER",3681,"No",281
"NIPAL3",0.15085694892245,0.179716254651723,0.186476993043941,0.963744919510655,"NIPAL3",3682,"No",759
"PPP2R2B",0.100797556422875,0.117468813897626,0.121891314886935,0.963717669356424,"PPP2R2B",3683,"No",521
"GSAP",0.0600712709994909,0.0673344823601797,0.0698707646462862,0.963700378850214,"GSAP",3684,"No",324
"NF2",0.0531138639063295,0.0594662865915342,0.061706519311217,0.963695364044369,"NF2",3685,"No",288
"SELENON",0.0271508569489225,0.0294731607074291,0.0305836523546954,0.963690025168108,"SELENON",3686,"No",151
"NAB1",0.0271508569489225,0.0294731607074291,0.0305836523546954,0.963690025168108,"NAB1",3687,"No",152
"FASN",0.0271508569489225,0.0294731607074291,0.0305836523546954,0.963690025168108,"FASN",3688,"No",151
"MGAT4A",0.522823689122688,0.830987816329427,0.862387538691187,0.963589777271816,"MGAT4A",3689,"No",2004
"EMC1",0.0503987782114373,0.0563529468552621,0.0584836153832885,0.963568111956439,"EMC1",3690,"No",274
"WDR89",0.0544714067537757,0.0610174267535706,0.0633308602424219,0.963470676381217,"WDR89",3691,"No",295
"SLC12A2",0.0425929068386221,0.0475745384221837,0.0493790025412133,0.963456853598378,"SLC12A2",3692,"No",232
"AEBP2",0.120481927710843,0.141965008711013,0.147351402750043,0.963445247629136,"AEBP2",3693,"No",629
"FBF1",0.0207025284235534,0.0216351479179101,0.0224562395642875,0.9634359241659,"FBF1",3694,"No",118
"HIST1H2AK",0.0207025284235534,0.0216351479179101,0.0224562395642875,0.9634359241659,"HIST1H2AK",3695,"No",118
"ACAD8",0.0459867639572374,0.0513471804086199,0.0532975845884818,0.963405392666078,"ACAD8",3696,"No",251
"ATF1",0.121160699134566,0.142819290702294,0.148246144229506,0.963392953284438,"ATF1",3697,"No",623
"LDLRAD4",0.0475139996606143,0.0530712966895837,0.0550889898366471,0.963373930924374,"LDLRAD4",3698,"No",259
"TCTEX1D2",0.0666892923807908,0.0751512403418783,0.0780085189707592,0.963372223103589,"TCTEX1D2",3699,"No",356
"ABAT",0.0285083997963686,0.0310948046222352,0.0322788960228407,0.963316855701396,"ABAT",3700,"No",159
"RTL8C",0.0410656711352452,0.0458353882527616,0.0475821641129223,0.963289272509438,"RTL8C",3701,"No",224
"MYEF2",0.0410656711352452,0.0458353882527616,0.0475821641129223,0.963289272509437,"MYEF2",3702,"No",226
"CEBPZ",0.305277447819447,0.408996244292744,0.424589795781883,0.96327384302672,"CEBPZ",3703,"No",1354
"MAP4K2",0.102494484982182,0.119499886468222,0.124060073391334,0.963242106840221,"MAP4K2",3704,"No",543
"GAPVD1",0.130324113354828,0.1544316159103,0.160330221401146,0.963209646694818,"GAPVD1",3705,"No",660
"RASA1",0.0558289496012218,0.0625648804448744,0.0649580111161469,0.963158806278813,"RASA1",3706,"No",301
"CCDC82",0.230442898353979,0.293119236937426,0.304336924016926,0.963140564965173,"CCDC82",3707,"No",1092
"SCRN3",0.024605464109961,0.0263802117623991,0.0273902933803459,0.963122643342275,"SCRN3",3708,"No",138
"LNPK",0.0895978279314441,0.10364771670947,0.107619956558239,0.963090118451974,"LNPK",3709,"No",471
"RALBP1",0.30375021211607,0.406362376156188,0.421938637358217,0.96308406051751,"RALBP1",3710,"No",1350
"NOLC1",0.131002884778551,0.155272534445172,0.161225572550251,0.963076340738558,"NOLC1",3711,"No",671
"CASC3",0.103342949261836,0.120513262712075,0.125144083803877,0.962996084584707,"CASC3",3712,"No",538
"STYXL1",0.0532835567622603,0.059617950301536,0.0619092483417208,0.962989406242865,"STYXL1",3713,"No",289
"POLR3D",0.080264720855252,0.0921647635837512,0.095710228457948,0.962956259416369,"POLR3D",3714,"No",429
"METTL14",0.080264720855252,0.0921647635837512,0.095710228457948,0.962956259416369,"METTL14",3715,"No",425
"TACC3",0.139317834719158,0.165414130634006,0.171778998550868,0.962947345306743,"TACC3",3716,"No",711
"APPL1",0.212285762769387,0.266366346024353,0.276619744561724,0.962933236911139,"APPL1",3717,"No",1003
"LRRC8D",0.0505684710673681,0.056505532182947,0.0586838907880313,0.962879785647607,"LRRC8D",3718,"No",273
"GART",0.0970643135923978,0.112776512665504,0.11712565637221,0.96286771112826,"GART",3719,"No",509
"DPY19L4",0.0312234854912608,0.0343270330396482,0.0356513264883098,0.96285430083238,"DPY19L4",3720,"No",174
"CLINT1",0.274053962328186,0.358520511004743,0.372353341196142,0.962850258985314,"CLINT1",3721,"No",1250
"TAF1",0.114712370609197,0.134496679814696,0.139688595498026,0.962832215007822,"TAF1",3722,"No",594
"ATF6",0.132360427625997,0.156951606661868,0.16301190889905,0.96282294785631,"ATF6",3723,"No",681
"SLAMF1",0.094688613609367,0.109837704278,0.114078930556876,0.96282200176515,"SLAMF1",3724,"No",495
"GCC2",0.907687086373664,1.89168054565303,1.96475359434536,0.962808034095104,"GCC2",3725,"No",2748
"ARID5A",0.167486848803665,0.20123735238133,0.209016235730943,0.962783353539906,"ARID5A",3726,"No",836
"RRP15",0.116069913456643,0.136219989680187,0.141485945158457,0.962781070074679,"RRP15",3727,"No",596
"IL18BP",0.0427625996945529,0.0477297734007084,0.049579753490446,0.96268678322303,"IL18BP",3728,"No",234
"MICA",0.0427625996945529,0.0477297734007084,0.049579753490446,0.962686783223029,"MICA",3729,"No",234
"ANP32A",0.457661632445274,0.688847009045344,0.715549861694554,0.962682051833556,"ANP32A",3730,"No",1868
"PRKACB",0.310707619209231,0.417870731369298,0.434072832082616,0.96267423456201,"PRKACB",3731,"No",1383
"UBAP2L",0.11742745630409,0.137939613074943,0.143292362035049,0.962644561900687,"UBAP2L",3732,"No",604
"TUBGCP5",0.0444595282538605,0.0496183984381345,0.0515440280747212,0.962641071943479,"TUBGCP5",3733,"No",242
"PKD2",0.0259630069574071,0.0280087678098297,0.0290959412827886,0.962634875345928,"PKD2",3734,"No",145
"N6AMT1",0.0259630069574071,0.0280087678098298,0.0290959412827886,0.962634875345928,"N6AMT1",3735,"No",145
"PPIAL4G",0.0259630069574071,0.0280087678098298,0.0290959412827886,0.962634875345927,"PPIAL4G",3736,"No",146
"NT5C2",0.0726285423383676,0.0826400176305457,0.0858479299420557,0.962632618938223,"NT5C2",3737,"No",392
"CCNG1",0.173426098761242,0.209565262570603,0.217703760369807,0.962616641139416,"CCNG1",3738,"No",878
"TBC1D23",0.0668589852367215,0.0752982959634644,0.0782232861767757,0.962607167810605,"TBC1D23",3739,"No",360
"PRELID1",0.828270829798066,1.64022574333939,1.7039888705401,0.96258008000927,"PRELID1",3740,"No",2742
"ZNF480",0.110470049210928,0.12917243685738,0.134196774771769,0.962559920512746,"ZNF480",3741,"No",571
"RNF138",0.105039877821144,0.12253569511689,0.127302825814518,0.96255282891698,"RNF138",3742,"No",548
"TULP4",0.131172577634482,0.155397759247887,0.161449207405983,0.962517944464853,"TULP4",3743,"No",667
"TBC1D1",0.118784999151536,0.139655549998968,0.14510035977128,0.962475559806375,"TBC1D1",3744,"No",619
"DCBLD1",0.0181571355845919,0.0185093663429139,0.0192310273670663,0.962474130457102,"DCBLD1",3745,"No",105
"ACTR3C",0.0181571355845919,0.0185093663429139,0.0192310273670663,0.962474130457102,"ACTR3C",3746,"No",105
"PPP1R3B",0.0181571355845919,0.0185093663429139,0.0192310273670663,0.962474130457102,"PPP1R3B",3747,"No",105
"GGACT",0.0181571355845919,0.0185093663429139,0.0192310273670663,0.962474130457102,"GGACT",3748,"No",105
"CNOT6L",0.42338367554726,0.620614007045085,0.6448191791266,0.962462077951333,"CNOT6L",3749,"No",1750
"GTF2H1",0.0821313422704904,0.0944074050137622,0.0980916092136122,0.962441189115086,"GTF2H1",3750,"No",436
"CSNK1E",0.0963855421686747,0.111889513246468,0.11625710880698,0.962431582848304,"CSNK1E",3751,"No",502
"WDR11",0.119463770575259,0.140512136034457,0.146002650527409,0.962394419052533,"WDR11",3752,"No",615
"CRLS1",0.0695740709316138,0.0786616820974272,0.0817385264906375,0.962357476635413,"CRLS1",3753,"No",373
"MYO19",0.052095706770745,0.0582156513953463,0.0604929516731417,0.962354287320944,"MYO19",3754,"No",283
"DNAJC2",0.187510605803496,0.229769311029725,0.238760423995609,0.962342532252954,"DNAJC2",3755,"No",912
"ARL2BP",0.198880027150857,0.246590734585742,0.256244927643217,0.962324354490571,"ARL2BP",3756,"No",982
"CTNNBIP1",0.0573561853045987,0.064258928948922,0.0667752349133235,0.962316778553185,"CTNNBIP1",3757,"No",311
"RBM33",0.287629390802647,0.379746806277921,0.394618107994361,0.96231470017426,"RBM33",3758,"No",1303
"FAM192A",0.153232648905481,0.182388139517712,0.189554680476449,0.962192751238201,"FAM192A",3759,"No",775
"WDR92",0.0397081282877991,0.044247844192236,0.0459893863340993,0.962131650785436,"WDR92",3760,"No",217
"MAPK14",0.130663499066689,0.154682468723462,0.160778050885346,0.962086975626868,"MAPK14",3761,"No",666
"TRAF3IP2",0.0234176141184456,0.0249097707487533,0.0258925334165821,0.962044553461911,"TRAF3IP2",3762,"No",132
"TMEM25",0.0234176141184456,0.0249097707487533,0.0258925334165821,0.962044553461911,"TMEM25",3763,"No",132
"UBE2T",0.019514678432038,0.0201554331263264,0.0209510048946802,0.962027035344941,"UBE2T",3764,"No",112
"DAG1",0.019514678432038,0.0201554331263264,0.0209510048946802,0.962027035344941,"DAG1",3765,"No",112
"HSPA1L",0.019514678432038,0.0201554331263264,0.0209510048946802,0.962027035344941,"HSPA1L",3766,"No",112
"RPN1",0.159171898863058,0.189867067017386,0.197364950024661,0.962010057984786,"RPN1",3767,"No",805
"NME7",0.0429322925504836,0.0478849507781276,0.0497794303376105,0.961942522310237,"NME7",3768,"No",234
"ATG4C",0.0429322925504836,0.0478849507781276,0.0497794303376105,0.961942522310237,"ATG4C",3769,"No",234
"TAF3",0.206516205667741,0.257581428666385,0.267801712569312,0.961836375858579,"TAF3",3770,"No",989
"TXNRD2",0.0414050568471067,0.046146837428599,0.0479797270441477,0.961798665218289,"TXNRD2",3771,"No",226
"KIF5B",0.397081282877991,0.5707450437993,0.593419810206425,0.961789670622513,"KIF5B",3772,"No",1667
"JMY",0.106058034956728,0.123678501044135,0.128594379233251,0.961772215718705,"JMY",3773,"No",553
"PRIMPOL",0.0300356354997455,0.0328723171277232,0.0341789996942961,0.961769432158337,"PRIMPOL",3774,"No",167
"ZMYM3",0.0300356354997455,0.0328723171277232,0.0341789996942961,0.961769432158337,"ZMYM3",3775,"No",167
"DOCK11",0.25046665535381,0.321845080905935,0.334639609499306,0.961766245745658,"DOCK11",3776,"No",1169
"MOB3A",0.164941455964704,0.197501171894486,0.205360320644501,0.961729954816243,"MOB3A",3777,"No",832
"KPNA3",0.132699813337858,0.157201077048506,0.163457388743909,0.961725121492026,"KPNA3",3778,"No",671
"HEATR1",0.0814525708467674,0.0935001300056938,0.0972257993331604,0.961680239678988,"HEATR1",3779,"No",430
"KPNB1",0.40794162565756,0.590853416822672,0.614403469480588,0.961670052615731,"KPNB1",3780,"No",1714
"SREBF1",0.0522653996266757,0.0583676607119795,0.0606948307130955,0.961657854980819,"SREBF1",3781,"No",284
"GPR137B",0.0313931783471916,0.0344861272922216,0.0358613563318793,0.961651505120704,"GPR137B",3782,"No",173
"MIER1",0.384524011539114,0.547635537992598,0.569487481602165,0.961628755125387,"MIER1",3783,"No",1619
"GBP3",0.127609027659936,0.150719282281013,0.156740602337437,0.961584171767691,"GBP3",3784,"No",652
"ZNF431",0.127609027659936,0.150719282281013,0.156740602337437,0.961584171767687,"ZNF431",3785,"No",650
"DNM1L",0.154081113185135,0.183315402109283,0.190656123558002,0.961497583650986,"DNM1L",3786,"No",772
"FLI1",0.22840658408281,0.289640994199681,0.30126559100694,0.961414123768987,"FLI1",3787,"No",1102
"NSMCE1",0.222467334125233,0.28094795060452,0.292225888512596,0.96140678033188,"NSMCE1",3788,"No",1056
"FMNL3",0.044798913965722,0.049927543569764,0.0519323418803373,0.961395957933248,"FMNL3",3789,"No",247
"MICAL3",0.044798913965722,0.049927543569764,0.0519323418803373,0.961395957933248,"MICAL3",3790,"No",245
"E4F1",0.0464958425250297,0.0518092564745658,0.0538908221348402,0.961374394046802,"E4F1",3791,"No",254
"ZNF395",0.038350585440353,0.0426566136609775,0.0443707489758922,0.961367897669565,"ZNF395",3792,"No",210
"CHMP7",0.140675377566604,0.166731179904495,0.173437713002786,0.961331748544303,"CHMP7",3793,"No",715
"DESI2",0.0926522993381979,0.10716426418217,0.111476383655285,0.96131808970007,"DESI2",3794,"No",489
"PKN1",0.287968776514509,0.379890866642038,0.395182174036953,0.961305675206178,"PKN1",3795,"No",1344
"UMPS",0.0661802138129985,0.0743702845575233,0.0773644800506251,0.961297542604286,"UMPS",3796,"No",356
"NAA35",0.0909553707788902,0.105099782970556,0.109331793379414,0.961292042524434,"NAA35",3797,"No",476
"GIMAP6",0.194807398608519,0.240387153156385,0.250079233220433,0.961243962806364,"GIMAP6",3798,"No",954
"USP36",0.158323434583404,0.188609001278627,0.196229528780861,0.96116523568305,"USP36",3799,"No",800
"ADNP",0.167486848803665,0.200897909068363,0.209016235730943,0.961159349013273,"ADNP",3800,"No",830
"KBTBD2",0.0833191922620058,0.0957383361506036,0.0996072118996237,0.961158678420605,"KBTBD2",3801,"No",441
"RABEP2",0.0576955710164602,0.0645593187125598,0.0671683305218112,0.961157113940714,"RABEP2",3802,"No",315
"RALGAPA1",0.14865094179535,0.176473485232055,0.183610619366243,0.961128968690251,"RALGAPA1",3803,"No",760
"DFFA",0.0999490921432208,0.116111674257916,0.120808502994698,0.961121704016249,"DFFA",3804,"No",525
"DNAJC21",0.236721534023418,0.301556934833219,0.31376561999227,0.961089793205026,"DNAJC21",3805,"No",1104
"CCDC47",0.127778720515866,0.150845659105829,0.156965133823592,0.961013796066073,"CCDC47",3806,"No",652
"RNASEL",0.0369930425929068,0.0410616966589861,0.0427288783441447,0.960982320393933,"RNASEL",3807,"No",203
"THUMPD2",0.0524350924826065,0.0585196124275074,0.0608968755757092,0.960962477537195,"THUMPD2",3808,"No",285
"INO80",0.113863906329544,0.133163156628119,0.13857324138163,0.960958662007397,"INO80",3809,"No",588
"ZNF580",0.0951976921771593,0.110250185792365,0.114733594709713,0.960923311705764,"ZNF580",3810,"No",497
"MICALL1",0.0222297641269303,0.0234365072809525,0.0243906066535737,0.960882507509039,"MICALL1",3811,"No",126
"ERCC4",0.0609197352791447,0.0680804166725708,0.070852619600451,0.960873670677065,"ERCC4",3812,"No",329
"HCFC1",0.0960461564568132,0.111275946273836,0.115822329740699,0.960746917480916,"HCFC1",3813,"No",503
