"","mean","variance","variance.expected","variance.standardized","gene","rank","features","num_cells_expressed"
"UBE2L6",0.349906668929238,0.516716301539024,0.504714030033742,1.0237803405316,"UBE2L6",1841,"No",1530
"CNST",0.143220770405566,0.180774214150999,0.176580177093228,1.02375146025343,"CNST",1842,"No",711
"PLAGL1",0.021720685559138,0.0243074935927411,0.023746071037472,1.02364275565348,"PLAGL1",1843,"No",119
"KNTC1",0.021720685559138,0.024307493592741,0.023746071037472,1.02364275565348,"KNTC1",1844,"No",120
"FBXL22",0.021720685559138,0.0243074935927411,0.023746071037472,1.02364275565348,"FBXL22",1845,"No",119
"CFAP97",0.315968097743085,0.453779260353423,0.44333683799992,1.02355414993398,"CFAP97",1846,"No",1353
"LAIR1",0.11759714916002,0.146894972103207,0.143518427281508,1.02352690790764,"LAIR1",1847,"No",596
"NFKB1",0.197013405735619,0.259380080777489,0.253440590910791,1.02343543252228,"NFKB1",1848,"No",937
"CXorf38",0.128966570507382,0.162251426750574,0.158536505191487,1.02343259399217,"CXorf38",1849,"No",646
"RNF103",0.0466655353809605,0.055357599757338,0.0540902738171329,1.02342983037005,"RNF103",1850,"No",248
"TRAM1",0.479552010860343,0.781192467296095,0.763311294104307,1.0234257940763,"TRAM1",1851,"No",1862
"COMT",0.187171220091634,0.24381367010165,0.238233873782533,1.02342150690212,"COMT",1852,"No",901
"TTBK2",0.0597318852876294,0.0711090251830876,0.0694835827177464,1.02339318730793,"TTBK2",1853,"No",315
"PTP4A3",0.0329204140505685,0.0386309300193804,0.0377480903799891,1.02338766360111,"PTP4A3",1854,"No",178
"IRAK1BP1",0.0227388426947226,0.0256199923759177,0.0250346918300976,1.02337957861804,"IRAK1BP1",1855,"No",124
"ADAM17",0.145087391820804,0.183121228783643,0.178945316137619,1.02333625006875,"ADAM17",1856,"No",720
"SLC25A33",0.0319022569149839,0.0373391676340772,0.0364910467559776,1.02324188954543,"SLC25A33",1857,"No",171
"ZNF714",0.0319022569149839,0.0373391676340772,0.0364910467559776,1.02324188954543,"ZNF714",1858,"No",173
"EPHX2",0.0711013066349907,0.0857448324032486,0.0837999358663384,1.02320880698539,"EPHX2",1859,"No",370
"KIF3B",0.0644832852536908,0.0769681520033265,0.0752257234600393,1.02316266913953,"KIF3B",1860,"No",338
"NFE2L3",0.0237569998303071,0.026930417519307,0.0263209648570904,1.02315464746546,"NFE2L3",1861,"No",132
"CENPL",0.0237569998303071,0.026930417519307,0.0263209648570904,1.02315464746546,"CENPL",1862,"No",130
"INSIG1",0.0824707279823519,0.100800954888082,0.0985245461036771,1.023104991339,"INSIG1",1863,"No",422
"FANCD2",0.0247751569658917,0.028238769022909,0.0276038433435828,1.02300135062438,"FANCD2",1864,"No",135
"CCDC85C",0.0247751569658917,0.028238769022909,0.0276038433435828,1.02300135062438,"CCDC85C",1865,"No",135
"TRAF4",0.0257933141014763,0.0295450468867236,0.0288830670865779,1.02291930417782,"TRAF4",1866,"No",142
"ANKRD42",0.0268114712370609,0.0308492511107509,0.0301590044349354,1.02288691847586,"ANKRD42",1867,"No",145
"SELENOK",0.55438656032581,0.959575544367893,0.938193373384689,1.02279079301749,"SELENOK",1868,"No",2136
"ELF4",0.0442898353979297,0.0525187292873627,0.0513497189119683,1.02276566260077,"ELF4",1869,"No",237
"EPRS",0.286271847955201,0.401232076120089,0.392365954577052,1.02259656180566,"EPRS",1870,"No",1269
"CNIH1",0.201595112845749,0.266209267810464,0.26033386328477,1.02256872944442,"CNIH1",1871,"No",955
"ZNF141",0.107415577804174,0.133232508358784,0.130315077599133,1.02238751503971,"ZNF141",1872,"No",544
"RPRD1B",0.0431019854064144,0.0510950603711422,0.0499781304625792,1.02234837314292,"RPRD1B",1873,"No",228
"ADGRE5",0.518581367724419,0.871217810630401,0.852416796120326,1.02205612863991,"ADGRE5",1874,"No",1966
"TMEM106A",0.0330901069064992,0.0387894482609017,0.0379572264678629,1.02192525298821,"TMEM106A",1875,"No",177
"ZNF525",0.0330901069064992,0.0387894482609017,0.0379572264678629,1.02192525298821,"ZNF525",1876,"No",176
"AMMECR1",0.0812828779908366,0.0991285643995909,0.0970093390086955,1.02184558118373,"AMMECR1",1877,"No",423
"LGALS3BP",0.0777193280162905,0.0944339015221558,0.0924376215312055,1.02159596880449,"LGALS3BP",1878,"No",401
"NCBP3",0.154759884608858,0.195665136666109,0.191539361614023,1.02154008981403,"NCBP3",1879,"No",764
"SLC7A5",0.0198540641438995,0.0218392862347529,0.0213811133698289,1.02142885905888,"SLC7A5",1880,"No",110
"MFSD6",0.0639742066858985,0.0761849497758689,0.0745883223385116,1.02140586337511,"MFSD6",1881,"No",337
"ATAT1",0.0188359070083149,0.0205209121388454,0.0200908547628536,1.02140562863393,"ATAT1",1882,"No",105
"DHCR7",0.0188359070083149,0.0205209121388454,0.0200908547628536,1.02140562863393,"DHCR7",1883,"No",105
"SLC2A13",0.0188359070083149,0.0205209121388454,0.0200908547628536,1.02140562863393,"SLC2A13",1884,"No",105
"CASS4",0.0188359070083149,0.0205209121388453,0.0200908547628536,1.02140562863393,"CASS4",1885,"No",106
"FBXO5",0.0208722212794841,0.023155586690873,0.0226712435694438,1.02136376506854,"FBXO5",1886,"No",115
"STARD9",0.0208722212794841,0.023155586690873,0.0226712435694438,1.02136376506854,"STARD9",1887,"No",116
"DUSP8",0.0300356354997455,0.0349089770055236,0.0341789996942961,1.02135748025854,"DUSP8",1888,"No",161
"IFT74",0.0408959782793144,0.0483951237669186,0.047383483851004,1.02135005351434,"IFT74",1889,"No",217
"VSIG1",0.0408959782793144,0.0483951237669186,0.047383483851004,1.02135005351434,"VSIG1",1890,"No",217
"CAMK2N1",0.0408959782793144,0.0483951237669186,0.047383483851004,1.02135005351434,"CAMK2N1",1891,"No",216
"ANKS1A",0.0218903784150687,0.0244698135072057,0.0239609574519759,1.02123688321928,"ANKS1A",1892,"No",123
"FPGT",0.0178177498727304,0.0192004644031506,0.0188013292942715,1.02122908984955,"FPGT",1893,"No",100
"ZXDB",0.0178177498727304,0.0192004644031506,0.0188013292942715,1.02122908984955,"ZXDB",1894,"No",100
"PANK4",0.0290174783641609,0.0336113393074896,0.0329131315630542,1.02121365276646,"PANK4",1895,"No",156
"MALT1",0.235194298320041,0.318061897917251,0.31147414862771,1.02115022809617,"MALT1",1896,"No",1087
"RNF6",0.111657899202444,0.13858267181344,0.135716059134432,1.02112213320437,"RNF6",1897,"No",567
"DNAL1",0.0229085355506533,0.0257819666837511,0.0252492626836519,1.02109780419229,"DNAL1",1898,"No",125
"SNTB1",0.0446292211097913,0.0528279896212024,0.0517382056129765,1.02106342876245,"SNTB1",1899,"No",239
"CCDC59",0.37247581876803,0.558285060727117,0.546773399028865,1.02105380715064,"CCDC59",1900,"No",1544
"PRKAR1B",0.0269811640929917,0.0310098429920595,0.0303713678651861,1.02102227103196,"PRKAR1B",1901,"No",145
"MCM8",0.0259630069574071,0.0297059843746634,0.0290959412827886,1.0209666044465,"MCM8",1902,"No",140
"EXOC6B",0.0259630069574071,0.0297059843746634,0.0290959412827886,1.0209666044465,"EXOC6B",1903,"No",141
"OSBPL10",0.0249448498218225,0.02840005211748,0.0278172915647621,1.02094957919829,"OSBPL10",1904,"No",138
"KIAA1109",0.257084676735109,0.35226013488566,0.345059054285176,1.02086912518614,"KIAA1109",1905,"No",1151
"PCNT",0.0807737994230443,0.098362469700379,0.0963598806127443,1.0207823948608,"PCNT",1906,"No",420
