"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","score"
"28",7.77168487662233e-40,0.62924013013137,0.174,0.463,7.0170542751023e-36,"1","DDX46",22.1202101058038
"29",1.71181220687284e-37,0.66917863986747,0.157,0.419,1.54559524158549e-33,"1","FAM133B",21.9563562641057
"30",3.81509908180693e-40,0.61274290635091,0.104,0.329,3.44465296096348e-36,"1","FXR1",21.7296125494497
"31",3.60429886220776e-29,0.87909861895677,0.136,0.348,3.25432144268739e-25,"1","CREBRF",21.5269622020162
"32",8.28727456714187e-32,0.787804799444051,0.105,0.3,7.4825802066724e-28,"1","ATP1A1",21.369952511685
"33",3.5716550510989e-36,0.672521323955193,0.111,0.326,3.2248473456372e-32,"1","SMC3",21.1786991121709
"34",4.52830534509679e-39,0.603859710788726,0.17,0.454,4.0886068960879e-35,"1","RBMX",20.7657841595175
"35",6.57936525506277e-39,0.604408677425588,0.158,0.428,5.94050888879618e-35,"1","NAP1L4",20.6865979810061
"36",3.80078893298054e-32,0.752224626868733,0.107,0.304,3.43173232758813e-28,"1","CARD8",20.65946318041
"37",7.06483883463542e-31,0.782881489819955,0.119,0.322,6.37884298379232e-27,"1","DNAJB14",20.5077826781077
"38",4.56755455058277e-34,0.687178837302782,0.104,0.306,4.12404500372118e-30,"1","CCM2",20.1925279033345
"39",3.67183371994716e-38,0.60280894532631,0.166,0.44,3.31529866574029e-34,"1","ROCK1",20.1817284260969
"40",3.24352344648182e-29,0.820978895103092,0.119,0.316,2.92857731982843e-25,"1","ERBIN",20.1413570799794
"41",1.88915948568473e-25,0.967940698267729,0.156,0.37,1.70572209962475e-21,"1","TMC6",20.1022812047399
"42",8.27055300047045e-29,0.823848891063655,0.191,0.454,7.46748230412477e-25,"1","EPC1",19.8768586784701
"43",1.22591682688865e-30,0.765405308904092,0.195,0.469,1.10688030299776e-26,"1","ARHGEF1",19.8667831528146
"44",4.00096089831358e-38,0.592698802105574,0.149,0.408,3.61246759508733e-34,"1","RSRC2",19.8211495326694
"45",3.48577949195593e-36,0.622728180177137,0.117,0.338,3.14731030328701e-32,"1","YME1L1",19.6172207674568
"46",1.64302742171931e-30,0.755588100807145,0.179,0.436,1.48348945907037e-26,"1","PSIP1",19.5158701175405
"47",2.905899999855e-32,0.706709336510241,0.166,0.417,2.62373710986908e-28,"1","SRSF10",19.4918065223342
"48",5.17008771854552e-32,0.710373758990875,0.132,0.352,4.66807220107475e-28,"1","RSF1",19.4151274846562
"49",3.19233566241025e-34,0.653853403077647,0.138,0.371,2.88235986959022e-30,"1","STK10",19.314994165515
"50",8.24102460096488e-31,0.738135343020781,0.178,0.436,7.44082111221119e-27,"1","DDX39B",19.2862800964134
"51",0,1.75894697689126,0.979,0.759,2.2250738585072e-308,"2","PFN1",541.144708444937
"52",7.62527517474457e-226,1.99331475200851,0.789,0.431,6.88486095527687e-222,"2","CTSW",440.845686135333
"53",2.4545134787673e-137,3.03487510151102,0.308,0.061,2.216180219979e-133,"2","CD160",402.589520265835
"54",0,1.23428173378495,1,0.994,2.2250738585072e-308,"2","TMSB4X",379.730053118741
"55",0,1.20122879001941,0.998,0.935,2.2250738585072e-308,"2","HLA.B",369.561227194915
"56",1.47906953839664e-269,1.34505852913501,0.966,0.796,1.33545188621833e-265,"2","CD52",356.271532877213
"57",7.63451579424791e-212,1.544788541823,0.89,0.665,6.89320431062644e-208,"2","TRAC",320.020833312013
"58",0,1.02728521135987,1,0.999,2.2250738585072e-308,"2","B2M",316.047023301204
"59",5.53016358551168e-149,2.03082481425133,0.633,0.305,4.99318470135849e-145,"2","CMC1",293.051315443273
"60",1.69491705734271e-152,1.91648798546602,0.636,0.284,1.53034061107473e-148,"2","GZMH",283.286077668953
"61",3.61563030947374e-172,1.51456952599574,0.821,0.508,3.26455260642384e-168,"2","NKG7",253.669458692835
"62",2.54945486918798e-220,1.05145397387155,0.993,0.911,2.30190280138982e-216,"2","ACTB",226.73334056072
"63",4.89594768873526e-207,1.10751387543071,0.943,0.749,4.42055116815907e-203,"2","CFL1",224.110442618894
"64",2.56009245416204e-122,1.90258808974453,0.539,0.238,2.31150747686291e-118,"2","HOPX",223.813051721296
"65",1.55375284731824e-191,1.18416540460307,0.904,0.707,1.40288344584364e-187,"2","CORO1A",221.26483277953
"66",2.97559488503188e-165,1.33970504409107,0.871,0.606,2.68666462169528e-161,"2","CCL5",215.117492665971
"67",5.14254903808798e-196,1.04620366581089,0.961,0.778,4.64320752648964e-192,"2","IL32",200.17347630055
"68",1.98986486247426e-187,1.07364572941466,0.927,0.739,1.79664898432801e-183,"2","ARHGDIB",196.203965116011
"69",1.06987369010237e-199,0.997036351457159,0.95,0.788,9.65988954793428e-196,"2","SERF2",194.437071836231
"70",9.23542030996292e-170,0.981156646403659,0.935,0.754,8.33866099786552e-166,"2","TMA7",161.968263528356
"71",9.52450919680732e-155,1.06399786760793,0.883,0.693,8.59967935379733e-151,"2","UBB",159.66939087842
"72",1.03053709246111e-125,1.26831225337769,0.764,0.538,9.30471940783136e-122,"2","SNRPD2",153.505476670742
"73",9.37026519975955e-168,0.926242470061594,0.96,0.816,8.46041244886289e-164,"2","S100A4",151.04477566345
"74",1.42126924936674e-150,0.94195495116918,0.945,0.783,1.28326400525323e-146,"2","SH3BGRL3",137.423394066199
"75",4.62892831549044e-93,1.5384447097756,0.535,0.284,4.17945937605632e-89,"2","C12orf75",135.966020225299
"76",3.32130760207429e-155,2.38573102031886,0.406,0.078,2.99880863391287e-151,"3","LRRC75A",359.107512634065
"77",2.22446973578598e-184,1.8633128408009,0.567,0.128,2.00847372444116e-180,"3","MAL",334.831976949416
"78",1.82444266147437e-285,1.08073016923461,1,0.981,1.64728927904521e-281,"3","TPT1",303.450907814534
"79",4.19819157333481e-199,1.3527507537838,0.972,0.589,3.790547171564e-195,"3","LDHB",263.003557548827
"80",2.86140218546204e-164,1.41955555770218,0.829,0.354,2.58356003325368e-160,"3","NOSIP",226.543722088
"81",3.78155355349429e-252,0.90916596628082,1,0.991,3.41436470345e-248,"3","EEF1A1",224.988292419648
"82",6.3697068313482e-148,1.53773308409857,0.564,0.155,5.75120829802429e-144,"3","LEF1",220.265257410458
"83",7.41228205722947e-137,1.63838343540757,0.766,0.338,6.69254946947249e-133,"3","H1FX",216.552361323648
"84",6.57019606567602e-117,1.83893105787192,0.315,0.058,5.93223002769887e-113,"3","FHIT",206.377314976354
"85",3.6496942589354e-167,1.25572247616385,0.98,0.672,3.29530894639278e-163,"3","KLF2",204.032429794632
"86",3.53302461388304e-116,1.39969257165749,0.466,0.128,3.189967923875e-112,"3","TRABD2A",156.060422061274
"87",1.40251701423838e-131,1.19113004214464,0.832,0.402,1.26633261215584e-127,"3","LEPROTL1",151.151367597154
"88",6.55071268682061e-117,1.20997299090376,0.499,0.144,5.91463848493033e-113,"3","CCR7",135.792935693414
"89",6.47021496725333e-151,0.91378427469791,0.995,0.855,5.84195709393304e-147,"3","EEF1B2",133.625819402857
"90",3.73890664767972e-112,1.18133110508277,0.763,0.359,3.37585881219002e-108,"3","RGS10",126.959562569528
"91",3.38960436348422e-164,0.778789697499789,0.999,0.898,3.06047377978991e-160,"3","NACA",124.22802439399
"92",2.37941368755713e-117,1.07595962241133,0.89,0.514,2.14837261849533e-113,"3","C12orf57",121.22610080346
"93",5.651442809555e-130,0.964275695993623,0.983,0.653,5.10268771274721e-126,"3","LTB",120.816224331406
"94",1.72111722737841e-132,0.934124124478731,0.964,0.702,1.55399674459997e-128,"3","SARAF",119.389049771861
"95",3.35172647272133e-105,1.18176389099746,0.683,0.288,3.02627383222009e-101,"3","SELL",118.789833018418
"96",1.66657376004381e-104,1.18554693437537,0.917,0.644,1.50474944794356e-100,"3","JUNB",118.344301307962
"97",5.37577877340939e-101,1.21496690097574,0.613,0.244,4.85379065451134e-97,"3","UBALD2",117.018223638269
"98",2.8939003381463e-123,0.977002596235212,0.639,0.214,2.6129026153123e-119,"3","RCAN3",115.855778479609
"99",2.17918392011194e-117,1.01897079445539,0.811,0.379,1.96758516146907e-113,"3","TCF7",114.844190082043
"100",5.33575471556742e-119,0.978297036088173,0.929,0.606,4.81765293268582e-115,"3","EIF3E",111.836143194678
"101",5.00884052836265e-88,1.99620947293056,0.33,0.061,4.52248211305864e-84,"4","TIAM1",166.373326234187
"102",1.05004656161231e-113,1.39307453699846,0.983,0.683,9.48087040479755e-110,"4","IL7R",151.8773767017
"103",5.20933513656658e-90,1.54732590455534,0.599,0.191,4.70350869480597e-86,"4","MDFIC",132.029571887893
"104",3.65540413176884e-79,1.76556347926481,0.384,0.089,3.30046439057409e-75,"4","ELK3",131.501683772823
"105",1.80203280152748e-91,1.50872465059925,0.66,0.224,1.62705541649916e-87,"4","HIST1H1E",130.940096673055
"106",3.43235264313463e-99,1.3522529181254,0.943,0.53,3.09907120148625e-95,"4","AHNAK",127.799757919114
"107",2.56351941490418e-78,1.57391677305057,0.599,0.208,2.31460167971698e-74,"4","HIST1H1D",115.896185900522
"108",6.08388609605241e-84,1.33365031789981,0.844,0.416,5.49314075612572e-80,"4","ITGB1",105.705363283543
"109",7.03287109413164e-90,1.1422301754793,0.7,0.237,6.34997931089146e-86,"4","RCAN3",97.3148443343528
"110",1.08939334530712e-77,1.13460451968737,0.684,0.265,9.83613251477798e-74,"4","PAG1",82.8342714382418
"111",1.02062708844308e-76,1.1499075322675,0.587,0.192,9.21524198155254e-73,"4","INPP4B",82.8341562859393
"112",1.498389122495e-69,1.22127975480599,0.384,0.095,1.35289553870074e-65,"4","ANK3",79.2228736734355
"113",5.86604781669732e-60,1.32832998656822,0.519,0.185,5.29645457369601e-56,"4","GATA3",73.424787928015
"114",2.43758460842672e-65,1.12884237706249,0.467,0.144,2.20089514294848e-61,"4","MAP3K1",68.4726443339285
"115",2.38904491113653e-49,1.4981661134823,0.356,0.111,2.15706865026517e-45,"4","SOS1",66.9172914247449
"116",8.97295949623091e-51,1.40940929461984,0.427,0.15,8.10168512914689e-47,"4","LPAR6",64.9616822893482
"117",1.65230933945444e-66,1.04748089831146,0.642,0.244,1.49187010259341e-62,"4","TRAT1",64.7618357801769
"118",6.83029529629969e-69,1.0036753203981,0.642,0.251,6.16707362302899e-65,"4","CDC14A",64.4459128988224
"119",7.73941007313788e-69,0.929463904954845,0.955,0.563,6.98791335503619e-65,"4","ETS1",59.6303632869676
"120",1.21494195904676e-60,0.991542274769029,0.63,0.253,1.09697109482332e-56,"4","BCL2",55.4865121628176
"121",2.13966396173496e-61,0.937328763052814,0.8,0.401,1.93190259105049e-57,"4","EMB",53.1596773168477
"122",2.07816273603272e-50,1.13077612144215,0.514,0.205,1.87637313436394e-46,"4","FKBP5",51.7066387544878
"123",9.0569623034098e-65,0.859781730730144,0.762,0.362,8.1775312637487e-61,"4","CYLD",51.6620296686022
"124",1.08565633709756e-57,0.961365606265281,0.767,0.377,9.80239106765383e-54,"4","SLFN5",50.960710225335
"125",1.2004244638704e-51,1.07538874618848,0.557,0.227,1.08386324842859e-47,"4","GOLGB1",50.5056598973653
"126",0,10.462775364821,0.398,0,2.2250738585072e-308,"5","HNMT",3218.9006256048
"127",0,9.89044806095597,0.437,0,2.2250738585072e-308,"5","RBP7",3042.8226107163
"128",0,9.70153922647012,0.38,0,2.2250738585072e-308,"5","SLC24A4",2984.70430612637
"129",0,9.03897666945968,0.423,0.001,2.2250738585072e-308,"5","RBM47",2780.86517598179
"130",0,9.0165026490499,0.391,0,2.2250738585072e-308,"5","CSF1R",2773.95098392142
"131",0,8.96107346822157,0.384,0,2.2250738585072e-308,"5","PYGL",2756.89804924359
"132",0,8.45268027081262,0.352,0.001,2.2250738585072e-308,"5","BCL11A",2600.48953198772
"133",0,8.28705026656453,0.711,0.001,2.2250738585072e-308,"5","SPI1",2549.53302133896
"134",0,8.16806467586754,0.387,0.001,2.2250738585072e-308,"5","SLC8A1",2512.92678838663
"135",0,8.09072546547534,0.349,0.001,2.2250738585072e-308,"5","CD163",2489.13317492989
"136",0,8.06887563506173,0.687,0.002,2.2250738585072e-308,"5","MARCKS",2482.41101657943
"137",0,7.93526031158214,0.549,0.004,2.2250738585072e-308,"5","S100A12",2441.30390748627
"138",0,7.74740186426358,0.665,0.002,2.2250738585072e-308,"5","CPVL",2383.50875729773
"139",0,7.73813201616126,0.813,0.004,2.2250738585072e-308,"5","CYBB",2380.65686391233
"140",0,7.693679324545,0.606,0.002,2.2250738585072e-308,"5","KLF4",2366.98087528942
"141",0,7.65618030861739,0.38,0.001,2.2250738585072e-308,"5","CLEC4E",2355.44420345808
"142",0,7.64077402889852,0.44,0.002,2.2250738585072e-308,"5","ZNF385A",2350.70442059013
"143",0,7.62328247196003,0.366,0.002,2.2250738585072e-308,"5","CYP1B1",2345.32309664798
"144",0,7.61250529633539,0.785,0.076,2.2250738585072e-308,"5","S100A9",2342.00746994753
"145",0,7.59027607461127,0.75,0.014,2.2250738585072e-308,"5","FCN1",2335.16859085288
"146",0,7.58588104951938,0.437,0.001,2.2250738585072e-308,"5","TMEM176B",2333.81644971207
"147",0,7.56608061063277,0.44,0.001,2.2250738585072e-308,"5","P2RY13",2327.72479210718
"148",0,7.54210286844533,0.792,0.063,2.2250738585072e-308,"5","LYZ",2320.34797604868
"149",0,7.5231948847854,0.412,0.001,2.2250738585072e-308,"5","NFAM1",2314.53088466425
"150",0,7.50367191023717,0.44,0.002,2.2250738585072e-308,"5","LGALS2",2308.52458969989
"151",3.83089333022157e-201,4.10566316567666,0.39,0.022,3.45891358785705e-197,"6","ZBTB16",806.602938712545
"152",3.38228492707027e-211,3.65134514450371,0.665,0.077,3.05386506065175e-207,"6","TRGC1",754.058090791383
"153",6.16416991070452e-188,4.03548561000662,0.394,0.024,5.56562901237511e-184,"6","KLRC1",739.520840196197
"154",3.33632904558195e-185,3.00447039505697,0.681,0.092,3.01237149525594e-181,"6","TRDC",542.370275006754
"155",9.40152769882054e-138,3.12685317726691,0.917,0.308,8.48863935926506e-134,"6","DUSP2",416.093985442998
"156",6.88660554137925e-122,2.85713219811082,0.437,0.052,6.21791614331133e-118,"6","CEBPD",334.874051091647
"157",5.67827800618986e-110,2.51650356697295,0.815,0.253,5.12691721178883e-106,"6","KLRB1",264.96302217653
"158",7.30441129766524e-74,2.6979883398804,0.331,0.05,6.59515296066195e-70,"6","HSPA1B",186.648924637765
"159",8.12257710606352e-72,2.31625084479338,0.425,0.082,7.33387486906475e-68,"6","NCR3",155.500728005428
"160",2.33939657851423e-60,2.65737005407641,0.433,0.101,2.1122411707405e-56,"6","PMAIP1",147.949759367041
"161",4.66069055854618e-68,2.03591612615121,0.76,0.307,4.20813750531134e-64,"6","ZFP36",129.028037336483
"162",3.3017298810754e-63,1.90090530610745,0.835,0.369,2.98113190962298e-59,"6","DUSP1",111.251659333082
"163",3.41905954125096e-68,1.55904397524805,0.957,0.543,3.08706885979549e-64,"6","CXCR4",99.0155901798891
"164",5.11809413691771e-54,1.95562509218551,0.354,0.074,4.621127196223e-50,"6","FOSL2",96.4812568918407
"165",3.33105538714253e-39,2.74592099438283,0.327,0.087,3.00760990905099e-35,"6","RHOB",94.7940763273392
"166",1.98984510957528e-51,1.97315616489866,0.346,0.072,1.79663114943552e-47,"6","PTMS",92.2362525535141
"167",5.22919106655775e-65,1.44762284328518,0.87,0.343,4.72143661399499e-61,"6","KLRG1",87.3291882831121
"168",4.63550979255848e-49,1.89545466732029,0.35,0.077,4.18540179170105e-45,"6","BHLHE40",84.1169854354388
"169",1.96486628922441e-62,1.40317301572889,0.693,0.215,1.77407777254072e-58,"6","MATK",81.0346832016283
"170",5.1128268051086e-57,1.33775804781709,0.799,0.332,4.61637132233255e-53,"6","MTRNR2L12",70.01250288062
"171",4.31142349998016e-50,1.48783859542191,0.846,0.41,3.89278427813208e-46,"6","CD69",67.5623632777852
"172",2.89368249755669e-51,1.43768502314379,0.657,0.236,2.61270592704393e-47,"6","DDIT4",66.9715512787788
"173",1.00427367421683e-40,1.79363348281782,0.673,0.3,9.06758700450374e-37,"6","NFKBIA",64.6470496353416
"174",5.52844645265841e-40,1.66587577270342,0.398,0.112,4.99163430210528e-36,"6","RGS2",58.8083421191584
"175",8.81205020322452e-38,1.66859621731938,0.35,0.093,7.95640012849142e-34,"6","ADRB2",55.2293390509707
"176",0,6.09428062927322,0.617,0.019,2.2250738585072e-308,"7","NR4A1",1874.92161937612
"177",0,5.82261121569125,0.9,0.032,2.2250738585072e-308,"7","HSPA1B",1791.34180285086
"178",1.58227269808666e-294,5.58968523727143,0.537,0.023,1.42863401910244e-290,"7","EGR1",1620.14275925209
"179",1.10674307991651e-207,5.30996338404647,0.801,0.114,9.99278326856618e-204,"7","HSPA1A",1077.92423180387
"180",1.09789195004864e-196,4.42764047130237,0.443,0.025,9.91286641698918e-193,"7","DNAJB4",850.123798827809
"181",2.34249826591786e-150,5.68546698611126,0.323,0.018,2.11504168429724e-146,"7","HSPA6",828.228589929587
"182",3.03444789726135e-150,3.95134183355846,0.985,0.344,2.73980300643727e-146,"7","DNAJB1",575.166328968349
"183",3.40106780649911e-110,3.98939958536116,0.308,0.023,3.07082412248805e-106,"7","AREG",420.932501378735
"184",4.52847727777071e-106,3.8229815617033,0.348,0.032,4.08876213409917e-102,"7","SGK1",387.606014943275
"185",3.72637223698755e-110,3.59933341849839,0.537,0.082,3.36454149277606e-106,"7","RHOB",379.63276040109
"186",6.35278115699809e-115,3.123688903376,0.657,0.116,5.73592610665357e-111,"7","MTRNR2L8",344.359826790174
"187",4.89599865187597e-86,4.00884895549654,0.303,0.03,4.42059718277881e-82,"7","TNF",326.137978748274
"188",8.52644583217832e-99,3.2339587417923,0.488,0.072,7.69852794187381e-95,"7","DDIT3",304.359474571146
"189",9.2937882044986e-108,2.86112542415535,0.985,0.531,8.39136136984179e-104,"7","JUN",294.913843675699
"190",1.00387689272921e-110,2.61571485436517,0.985,0.33,9.06400446445204e-107,"7","MTRNR2L12",277.37741298296
"191",7.34785607983664e-84,3.03098362027086,0.597,0.132,6.6343792544845e-80,"7","HSPH1",239.987826390361
"192",1.97727724898343e-92,2.69761522952378,0.851,0.311,1.78528362810714e-88,"7","BTG2",236.711130961788
"193",4.0711490385158e-85,2.93224659088173,0.433,0.064,3.67584046687591e-81,"7","SERTAD1",235.854208738489
"194",2.35481598043815e-102,2.37924644690253,0.995,0.647,2.1261633487376e-98,"7","JUND",232.386718684649
"195",1.48053828330834e-90,2.62373864241092,0.93,0.438,1.3367780159991e-86,"7","HSPE1",225.310776604473
"196",1.28173942804296e-86,2.71333248963282,0.851,0.308,1.15728252957999e-82,"7","ZFP36",222.321131972802
"197",2.1586945877039e-70,3.29877773802524,0.303,0.037,1.94908534323785e-66,"7","ID3",216.763243135146
"198",8.79632311813535e-92,2.42842549485117,0.945,0.41,7.94220014336441e-88,"7","CD69",211.516004298558
"199",3.63527774996743e-73,3.02413725415492,0.657,0.186,3.28229228044559e-69,"7","HSPB1",207.104479681146
"200",3.340154121575e-83,2.47345488838932,0.716,0.19,3.01582515637006e-79,"7","NFKBIZ",194.217146673925
